kode_provinsi;nama_provinsi;kode_kota;nama_kota;kode_kecamatan_kemendagri;kode_kecamatan_bps;kecamatan;jenis_faskes;penyelenggara_faskes;nama_faskes;periode;tahun
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Puskesmas Induk;Pemerintah Kota;Puskesmas Kedurus;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Kebraon;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Warugunung;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;PALAPA JAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;DERY FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;K 3;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;VIVA GENERIK GRIYA KEBRAON;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;PUSPASARI KEDURUS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;K24 MASTRIP;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Apotek;swasta;INDERA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Toko Obat;swasta;LOTTE SHOPPING INDONESIA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Toko Obat;swasta;SUPER INDO MASTRIP;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Klinik Pratama;swasta;SARTIKA 44;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Klinik Pratama;swasta;PUTRI RAHAYU;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Klinik Pratama;swasta;NAYAKA HUSADA KEBRAON;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Klinik Pratama;swasta;PHC KEBRAON;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357801;3578010;Karang Pilang;Klinik Pratama;lainnya;SUTEDI SENAPUTRA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Rumah Sakit Khusus;Swasta;RS Ibu dan Anak Cempaka Putih Permata;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Puskesmas Induk;Pemerintah Kota;Puskesmas Kebonsari;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Jambangan;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Karah;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Ketintang;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Pagesangan;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;JAMBANGAN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;KEBONSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;K - 24 KEBONSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;UMI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;K-24 KARAH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;lainnya;KIMIA FARMA KEBONSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;ALTHA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Apotek;swasta;9 Bintang Farma;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Klinik Pratama;swasta;ST. VINCENTIUS A PAULO (KARAH);Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357823;3578020;Jambangan;Klinik Pratama;swasta;BK 10;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Rumah Sakit Khusus;Pemerintah Provinsi;RS Mata Masyarakat Jawa Timur;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Rumah Sakit Umum;TNI/POLRI;RS Bhayangkara TK II HS. Samsoeri Mertojoso;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Rumah Sakit Umum;Swasta;RS Bhakti Rahayu;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Puskesmas Induk;Pemerintah Kota;Puskesmas Gayungan;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Dukuh Menanggal;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Labkesda/GFK;Pemerintah Kota;Labkesda Kota Surabaya;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;DHARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;NEW BINTANG;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;RINDANG FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;K - 24 MENANGGAL;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;CIKAL;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;lainnya;KIMIA FARMA KETINTANG;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;PAHALA KETINTANG;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;K - 24 GAYUNGAN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;MEDSENTRAL;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Apotek;swasta;TELKOMEDIKA KETINTANG;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Toko Obat;swasta;BOSTON HEALTH & BEAUTY CITO / HYPERMART CITO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Toko Obat;swasta;GUARDIAN ROYAL PLAZA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Pratama;swasta;PONDOK KASIH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Pratama;swasta;ADI HAYATI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Pratama;swasta;YAKES TELKOM;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Pratama;swasta;DINA AKUPUNTUR & BEAUTY CARE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Pratama;TNI/POLRI;BIDDOKES AHMAD YANI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;CITRA MEDICAL CENTRE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;USADA BUANA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;HAFIRA SKIN CARE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;SURYA DIAGNOSA MEDIKA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;DINA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357822;3578030;Gayungan;Klinik Utama;swasta;CONFIDENTS DENTAL HOUSE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Rumah Sakit Umum;Swasta;RS Umum Islam Surabaya Jemursari;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Rumah Sakit Khusus;Swasta;RS Ibu dan Anak Perdana Medica;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Puskesmas Induk;Pemerintah Kota;Puskesmas Jemursari;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Puskesmas Induk;Pemerintah Kota;Puskesmas Sidosermo;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Puskesmas Induk;Pemerintah Kota;Puskesmas Siwalankerto;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Bendul Merisi;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Margorejo;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;lainnya;KIMIA FARMA 166;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;KUTISARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;RAHARDJO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;FARMARIN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;NUR SEHAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;SIWALAN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;MALEO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;APOLLO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;TERANG JAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;K - 24 JEMURSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;JES 8;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;VIVA APOTEK SIWALANKERTO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;SAMINA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;SUGIH WARAS MAKMUR;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;MORO SEHAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;MARGOREJO INDAH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;VIVA APOTEK SIDOSERMO AIRDAS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;swasta;VIVA APOTEK SIWALANKERTO THE SQUARE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Apotek;lainnya;Kimia Farma 836 Estheva;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;CITA SEHAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;DINAYLA UTAMA 81;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;JEMURSARI EMPAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;lainnya;POLTEKBANG SURABAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;UK PETRA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;BRI MEDIKA SURABAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Pratama;swasta;LORIS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;EL SHAFI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;DIALISA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;SURABAYA EYE CLINIC;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;TIRTA MEDICAL CENTRE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;PRODIA (JEMURSARI);Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357802;3578040;Wonocolo;Klinik Utama;swasta;ERHA CLINIC CABANG JEMURSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Rumah Sakit Khusus;Swasta;RS Ibu dan Anak Kendangsari Surabaya;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Puskesmas Induk;Pemerintah Kota;Puskesmas Tenggilis;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Kutisari;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;lainnya;KIMIA FARMA 23 KENDANGSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;SABA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;MAHKOTA FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;KHARISMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;BIOS FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;ADAM FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;AR;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;VIVA GENERIK TENGGILIS KAUMAN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;VIVA GENERIK KENDANGSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;DEALOVA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;BYUNGBYOUNG;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Apotek;swasta;Shane Farma;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Toko Obat;swasta;INDOGROSIR;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Toko Obat;swasta;SUPER INDO JEMURSARI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Pratama;swasta;MEDICO SIER;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Pratama;swasta;NURANI JAYA 37;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Pratama;swasta;SUMBER CAHAYA ANUGERAH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Pratama;swasta;LARISSA AESTHETIC TENGGILIS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Utama;swasta;SENTRA MEDIKA SURABAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Utama;swasta;METRODENT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357824;3578050;Tenggilis Mejoyo;Klinik Utama;swasta;WESTERINDO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Puskesmas Induk;Pemerintah Kota;Puskesmas Gunung Anyar;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Rungkut Menanggal;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;MARTINA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;DOA SEHAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;CITRA FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;STAR FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;PATEN JAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;PURI HUSADA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;MARGUNA SEHAT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;KITA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;A GUNUNG ANYAR;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;VIVA APOTEK RUNGKUT TENGAH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;lainnya;KIMIA FARMA 22 UPN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;JULIA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Apotek;swasta;S2;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;AT - TAUFIQ;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;KESEJAHTERAAN 11;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;OPTIMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;PARADISE;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;SIER;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;KECANTIKAN NATURA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Pratama;swasta;NURANI JAYA 83;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Utama;swasta;OPTIMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357825;3578060;Gunung Anyar;Klinik Utama;swasta;ALTAIR POLITEKNIK PELAYARAN SURABAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Rumah Sakit Umum;Swasta;RS Umum Royal Surabaya;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Puskesmas Induk;Pemerintah Kota;Puskesmas Kalirungkut;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Puskesmas Induk;Pemerintah Kota;Puskesmas Medokan Ayu;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Medokan Ayu;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Penjaringan Sari;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Puskesmas Pembantu (Pustu);Pemerintah Kota;Pustu Rungkut Kidul;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;SETIABUDI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;SIDO WARAS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;VALENTINO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;JIREH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;ELLY;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;GOHLIS;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;DANDE FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;CENTRO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;JESA INTI FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;TAKAVI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;MEDAYU FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;ARDILA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;lainnya;KIMIA FARMA PANDUGO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;VIVA GENERIK KEDUNG ASEM;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;CENDRAWASIH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;lainnya;KIMIA FARMA 526 RUNGKUT;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;VIVA GENERIK MEDOKAN SAWAH;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;K - 24 RUNGKUT ASRI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;JECONIA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;HASIL;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;VIVA APOTEK WONOREJO SELATAN;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;MEGA RAYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;K 24 RUNGKUT MADYA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;SAHABAT MEDIKA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;VIVA APOTEK RUNGKUT MEJOYO;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;K-24 MEDOKAN AYU;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;DASSA ALPHA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;FORA MEDICAL;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;MEI FARMA;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;K24 Tenggilis;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;Rungkut Sehat;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Apotek;swasta;Rungkut;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Toko Obat;swasta;toko Obat PT. Trans Retail Indonesia Cabang Transmart Carrefour Rungkut Surabaya;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Toko Obat;swasta;Super Indo Rungkut;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Toko Obat;swasta;BERKAT WAHYU;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Klinik Pratama;swasta;WIDYA MANDIRI;Januari;2023
35;JAWA TIMUR;3578;KOTA SURABAYA;357803;3578070;Rungkut;Klinik Pratama;swasta;dr. EKO;Januari;2023
